ID,Name,Proponent,Project Type,AFOLU Activities,Methodology,Status,Country/Area,Estimated Annual Emission Reductions,Region,Project Registration Date,Crediting Period Start Date,Crediting Period End Date
350,Energy efficiency and fuel switch project at Welspun India Limited,Welspun India Limited,Manufacturing industries,,AMS-II.D.,Late to verify,India,"35,131",Asia,16/03/2010,,
336,"Methane Recovery Project Houbensteyn Ysselsteyn, Limburg, The Netherlands",Houbensteyn milieu BV,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.C.; AMS-III.D.; AMS-III.AO.,Registered,Netherlands,"15,201",Europe,17/05/2022,,
338,"Methane Recovery Project Praktijkcentrum Sterksel, North Brabant, The Netherlands",Praktijkcentrum Sterksel,Energy industries (renewable/non-renewable sources),,AMS-I.C.; AMS-III.D.,Registered,Netherlands,"2,180",,06/04/2020,,
340,"Upgradation, Operation and Maintenance of 200 TPD Composting facility at Okhla, Delhi",Indo Enviro Integrated Solutions Private Ltd,Waste handling and disposal,,AMS-III.F.,Late to verify,India,"8,525",Asia,06/04/2020,,
341,União and Dois Companheiros fuel switching project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.E.,Late to verify,Brazil,"30,042",Latin America,07/09/2011,,
342,Hsikou Hydro Power Project,Chianan Industry Co. Ltd.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,Taiwan,"36,227",,06/04/2020,,
343,"7.03 MW Bundled grid connected wind electricity generation project in Tamil Nadu and Karnataka, India",PKPN Spinning Mills Pvt Ltd,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"15,519",Asia,20/02/2010,,
355,Inner Mongolia Baotou Bayin Wind Power Project,"Longyuan (Baotou) Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"500,678",Asia,06/04/2020,,
357,"7.50 MW Bundled grid-connected wind electricity generation project in Tamil Nadu and Karnataka, India",Indian Wind Power Association,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"14,980",Asia,06/04/2020,,
358,"8.92 MW Bundled grid-connected wind electricity generation project in Erode and Coimbatore districts of Tamil Nadu, India",Indian Wind Power Association,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"14,878",Asia,06/04/2020,,
359,"9.20 MW Bundled Grid-Connected wind electricity generation project in Tamil Nadu, India",Indian Wind Power Association,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"15,345",Asia,06/04/2020,,
360,"5.65 MW Bundled grid-connected wind electricity generation project in Tamil Nadu and Karnataka, India",Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"11,913",Asia,06/04/2020,,
362,"Grid-connected wind electricity generation project identified as Project E6 in Maharashtra, India",KANDHARI BEVERAGES PRIVATE LIMITED,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"9,439",Asia,22/03/2010,,
363,Caldere Hydro Power Plant Project,Caldere Elektrik Uretim A.S.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Turkey,"21,000",,06/04/2020,,
364,Bundled 15 MW Wind Power Project in India,Gangadhar Narsingdas Agrawal (HUF),Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"33,019",,06/04/2020,,
366,Kaona Power Supply Biomass Cogeneration Project,"Kaona Power Supply Co., Ltd",Energy industries (renewable/non-renewable sources),,AMS-I.C.,Late to verify,Thailand,"25,694",,06/04/2020,,
390,Utilization of waste gas heat for power generation,Sterlite Industries (India) Limited,Energy industries (renewable/non-renewable sources); Manufacturing industries,,ACM0012,Late to verify,India,"30,446",Asia,16/04/2010,,
385,Saldanha Small Hydroelectric Project,Hidroluz Centrais Elétricas Ltda,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,Brazil,"28,059",,06/04/2020,,
387,Electricity generation by utilization of waste heat from calcined petroleum coke production process,Rain Calcining Limited,Energy industries (renewable/non-renewable sources),,ACM0012,Late to verify,India,"164,677",Asia,06/04/2020,,
388,Fuel Switch to Renewable Biomass for Thermal Use at MAG Commercial Greenhouse Facility,Mid American Growers,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Late to verify,United States,"9,921",North America,14/04/2010,01/07/2020,30/06/2030
374,"Capacity enhancement for export of surplus power to  grid at Lakshmipuram, Andhra Pradesh, India",K.C.P SUGAR AND INDUSTRIES CORPORATION LIMITED,Energy industries (renewable/non-renewable sources),,ACM0006,Late to verify,India,"3,648",Asia,30/03/2010,,
375,"GEPL Biomass energy generation project at Faridabad, Haryana",Gupta Exim Private Limited,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Late to verify,India,"52,980",Asia,06/04/2020,,
376,"Positive Climate Care 8.25 MW Bundled Wind Power Project Activity by Savita Oil Technologies Limited in Hassan, Karnataka, India.",Savita Oil Technologies Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"17,757",Asia,04/05/2010,,
377,"11.60 MW Bundled grid-connected wind electricity generation project at Tirunelveli, Tamil Nadu, India",Indian Wind Power Association,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"29,586",Asia,06/04/2020,,
378,CGN Jilin Daan 49.5MW Wind Power Project,Jilin CGN Wind Power Co. Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"116,070",,06/04/2020,,
379,7.85 MW Bundled Wind Power Project in Southern India,Vandana Ispat Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"15,694",,06/04/2020,,
371,Guangdong Lankou 26MW Hydro Power Project,"Shenzhen City Fuyuan Industry (Group) Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"69,757",Asia,04/06/2020,,
372,"13.21 MW Bundled grid-connected wind electricity generation project in Coimbatore and Erode districts of Tamil Nadu, India",Indian Wind Power Association,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"30,714",Asia,06/04/2020,,
382,"Sustainable Biomass based thermal energy generation VCS project of Lalan Rubbers (Pvt) Ltd factories in Biyagama & Seethawaka, Sri Lanka",Lalan Rubbers (Pvt) Ltd,Energy distribution,,AMS-I.C.,Late to verify,Sri Lanka,"10,970",Africa,06/04/2020,,
1358,Erdemir Sub-project # 6:Continuous Annealing Line (CAL) Waste Heat Recovery Boiler (WHRB),Eregli Demir ve Celik Fabrikalari T.A.S.,Manufacturing industries,,AMS-III.Q,Late to verify,Turkey,"2,625",Middle East,06/04/2020,,
1365,Bundled small scale wind energy VCS project activity by Envarrior Consulting Services-3,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Under development,India,"3,140",Asia,,30/03/2020,29/03/2027
1369,"Scitus Luzhou Cement Co., Ltd WHR Power Generation Project (9MW)","Scitus Luzhou Cement Co., Ltd",Energy industries (renewable/non-renewable sources); Manufacturing industries,,ACM0012,Late to verify,China,"36,161",Asia,08/12/2014,,
1370,"Guizhou Kai Li Rui An Jian Cai Co., Ltd WHR Power Generation Project (4.5MW)","Guizhou Kai Li Rui An Jian Cai Co., Ltd",Energy industries (renewable/non-renewable sources); Manufacturing industries,,ACM0012,Late to verify,China,"20,118",Asia,27/11/2014,,
1401,"Solar Power Project in Gujarat, India",Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Under validation,India,"15,772",Asia,,26/05/2022,25/05/2032
1405,AXIA Energia Cogeneration Project in Unibol,AXIA Energia,Manufacturing industries,,AMS-II.D.,Under development,Colombia,"9,354",Asia,,,
1410,"Solar PV power project at Patan,India",Alex Astral Power Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registration and verification approval requested,India,"39,532",Asia,,,
1411,"Solar PV power project at Bikaner,India",Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Under validation,India,"8,310",Asia,,21/02/2022,20/02/2032
1412,Alakopru Hydro Power Plant,ENERSE Enerji Elektrik Ure. Ins. Mad. San. ve Tic.,Energy industries (renewable/non-renewable sources),,ACM0002,Under validation,Turkey,"51,102",Middle East,,31/12/2017,30/12/2027
1421,"Biomass Based Cogeneration Project By M/s SNS Starch Limited at Telengana, India",SNS Starch Limited,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Under validation,India,"67,778",Asia,,,
1422,4.5MW Wind Power Project by Hira Group,Hira Steels Ltd.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Under development,India,"8,802",Asia,,,
211,"Hugo Ost, Utilization of Coal-Mine-Methane",Carbon-TF B.V.,Mining/mineral production,,AMS-III.D.,Late to verify,Germany,"130,592",,06/04/2020,,
53,Milenium Ceramic Switching Non Renewable Biomass Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.E.,Late to verify,Brazil,"23,371",Latin America,06/04/2020,,
65,Reunidas Ceramic Switching Non-Renewable Biomass Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.E.,Registered,Brazil,"5,553",Latin America,06/04/2020,01/10/2017,30/09/2027
67,Ratchaburi Farms Biogas Project at SPM Farm,"SPM Feedmill Co., Ltd.",Energy industries (renewable/non-renewable sources),,AMS-I.D.; AMS-III.D.,Late to verify,Thailand,"23,556",Asia,06/04/2020,,
68,"119.8 MW Natural Gas based Combined Cycle Power Plant, at Tanjavur, Tamilnadu by M/s Aban  Power Company Limited",Lanco Tanjore Power Company Limited,Energy industries (renewable/non-renewable sources),,AM0029,Registered,India,"181,153",Asia,06/04/2020,,
212,"Joarin, Utilization of Coal-Mine-Methane",Carbon-TF B.V.,Mining/mineral production,,,Late to verify,Germany,"62,754",,06/04/2020,,
69,5.8 MW Wind Energy Generation by M/s Patspin India Limited,Patspin India Ltd,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"12,975",Asia,10/06/2009,,
70,Irani Wastewater Methane Avoidance Project,EcoSecurities International Limited,Waste handling and disposal,,AMS-III.I.,Late to verify,Brazil,"55,966",Latin America,06/04/2020,01/04/2021,31/03/2028
71,Chengde Hongsong Windfarm Project,Hebei Hong-Song Wind Power Share Holding Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"110,000",Asia,11/06/2009,,
73,"Mingying 3.75MW Hydro Power Project in Guizhou Province, China",Guizhou Qiannan Zhongshui Hydro Power Development,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,China,"8,268",Asia,15/06/2009,18/12/2020,17/12/2027
75,5.4 MW Grouped Wind Power Project in Gujarat & Maharashtra (India) by Rohan Builders (India) Pvt Ltd.,Rohan Builders (India),Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"9,143",Asia,15/06/2009,,
76,Liaoyuan Jingang cement Waste Heat Recovery,"Liaoyuan Jingang Cement (Holding) Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0012,Late to verify,China,"100,636",Asia,15/06/2009,29/09/2020,28/09/2027
78,NOBRECEL Biomass energy project,EcoSecurities International Limited,Energy industries (renewable/non-renewable sources),,ACM0006,Late to verify,Brazil,"76,743",Latin America,06/04/2020,01/01/2022,31/12/2031
79,New Zealand Household Energy Efficient Lighting Projects (HELP),Energy Mad Limited,Energy demand,,AM0046,Late to verify,New Zealand,"107,800",Oceania,06/04/2020,,
80,Greenville County Landfill Gas Utilization Project,"Greenville Gas Producers, LLC",Waste handling and disposal,,ACM0001,Late to verify,United States,"145,008",North America,19/06/2009,01/08/2017,31/07/2027
81,São Judas Tadeu Fuel Switching Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.E.,Late to verify,Brazil,"16,416",Latin America,06/04/2020,,
85,Shizibao Hydropower Station Project,"Yanbian Heli Electric Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002; AMS-I.D.,Late to verify,China,"7,626",Asia,06/04/2020,01/06/2021,31/05/2028
86,Xiangjian Hydropower Station Units 3 and 4 Project,"Yanbian Heli Electric Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,China,"10,928",Asia,06/04/2020,,
87,Xiangshuihe Hydropower Station Project,"Yanbian Heli Electric Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,China,"5,922",Asia,06/04/2020,01/06/2021,31/05/2028
88,Sanchawan 32MW Hydro Power Project,"Guizhou Anshun Sanchawan Hydropower Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"117,618",Asia,30/06/2009,01/11/2020,31/10/2027
89,Xinjiang Dabancheng Sanchang First Phase Wind Farm Project,"Xinjiang Tianfeng Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"80,817",Asia,06/04/2020,,
90,Dongliuxi Erji 12.6 MW Hydropower Project in Hubei Province,Essent Trading,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,China,"44,982",Asia,06/04/2020,15/07/2021,14/07/2028
91,Changshatou 10MW Hydropower Project in Hubei Province,"Yichang Changfeng Hydropower Development Co., Ltd",Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,China,"33,022",Asia,06/04/2020,10/12/2017,09/12/2027
94,Jiangsu  Qingshi Cement  Plant’s Low Temperature Waste Heat Power  Generation Project,Jiangsu Qingshi Cement Co. Ltd.,Energy distribution,,ACM0012,Late to verify,China,"81,491",Asia,15/07/2009,01/12/2021,30/11/2028
95,Heilongjiang Huafu Muling Wind Farm Project,Heilongjiang Huafu Muling Wind Power Co. Ltd,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"76,644",Asia,15/07/2009,14/12/2019,13/12/2026
96,Shandong Yucheng Xinyuan Biomass Heat & Power,"Shandong Yuchen Xinyuan Heat & Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002; ACM0006,Late to verify,China,"189,552",Asia,15/07/2009,01/01/2021,31/12/2027
97,Yanling Shendu Hydropower Project,"Hunan Zhongda Shendu Hydropower Co., Ltd.",Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,China,"19,883",Asia,15/07/2009,,
99,Saihanba East 45.05 MW Windfarm Project,"Datang Chifeng Saihanba Wind Power Generation Co.,",Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"111,812",Asia,15/07/2009,01/10/2020,30/09/2027
100,Boiler fuel conversion from Furnace Oil to Bagasse at Biltube Core Boards Ltd,JPMorgan Ventures Energy Corporation,Energy industries (renewable/non-renewable sources),,AMS-III.B.,Late to verify,India,"4,453",Asia,15/07/2009,,
101,Bagasse based Co-generation Power Project at Khatauli,Triveni Engineering and Industries Limited (TEIL),Energy industries (renewable/non-renewable sources),,ACM0006,Late to verify,India,"86,808",Asia,15/07/2009,,
102,6 MW Rice Husk based cogeneration plant at Bhageshwari Papers Private Limited,Bhageshwari Paper Pvt Ltd,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Late to verify,India,"28,983",Asia,15/07/2009,28/03/2020,27/03/2027
103,RIMA Fuel Switch in Bocaiúva,RIMA Industrial S/A,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Registered,Brazil,"28,849",Latin America,15/07/2009,,
1198,Pembelik Hydro Electricity Power Plant,Darenhes Elektrik Uretimi A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"218,634",Middle East,07/04/2020,,
2,LITL's Wind Power Project at Tamilnadu,Lanco Infratech Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"22,917",,06/04/2020,,
3,Liaoning Xingcheng Haibin Wind Farm Project,"Hefeng Taoyuan Hydropower Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"122,340",,06/04/2020,,
4,AWMS METHANE RECOVERY PROJECT BR06-S-19,Agcert do Brasil Solucoes Ambientais Ltda.,Waste handling and disposal,,AMS-III.D.,Late to verify,Brazil,"19,989",Latin America,17/03/2009,,
6,HEILONGJIANG MULING DAIMAGOU WIND FARM PROJECT (PHASE 2) CHINA,Hong Kong Wind Power (Muling) Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"75,293",Asia,24/03/2009,,
7,HEILONGJIANG MULING DAIMAGOU WIND FARM PROJECT (PHASE 1) CHINA,Asia Wind Power (Mudanjiang) Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"75,293",Asia,24/03/2009,,
9,Worcester County Renewable Energy Landfill Gas Collection and Combustion Project,TerraPass,Waste handling and disposal,,ACM0001,Withdrawn,United States,"104,000",North America,,04/07/2018,03/07/2028
14,"Methane Capture, Flare and Utilization at Tyson Wastewater Treatment Facilities - Joslin","Inactive - Blue Source, LLC - Project Proponent 2",Waste handling and disposal,,ACM0014,Late to verify,United States,"35,000",North America,06/04/2020,,
15,"Methane Capture, Flare and Utilization at Tyson Wastewater Treatment Facilities - Amarillo","Inactive - Blue Source, LLC - Project Proponent 2",Waste handling and disposal,,ACM0014,Late to verify,United States,"100,000",North America,06/04/2020,,
16,"Methane Capture, Flare and Utilization at Tyson Wastewater Treatment Facilities - Lexington","Inactive - Blue Source, LLC - Project Proponent 2",Waste handling and disposal,,ACM0014,Late to verify,United States,"90,000",North America,06/04/2020,,
17,"Methane Capture, Flare and Utilization at Tyson Wastewater Treatment Facilities - Storm Lake","Inactive - Blue Source, LLC - Project Proponent 2",Waste handling and disposal,,ACM0014,Late to verify,United States,"40,000",North America,06/04/2020,,
18,AWMS METHANE RECOVERY PROJECT BR06-S-21,Agcert do Brasil Solucoes Ambientais Ltda.,Waste handling and disposal,,AMS-III.D.,Late to verify,Brazil,"17,918",Latin America,18/03/2009,,
19,AWMS METHANE RECOVERY PROJECT BR06-S-24,Agcert do Brasil Solucoes Ambientais Ltda.,Waste handling and disposal,,AMS-III.D.,Late to verify,Brazil,"21,280",Latin America,18/03/2009,,
20,AWMS METHANE RECOVERY PROJECT BR06-S-25,Agcert do Brasil Solucoes Ambientais Ltda.,Waste handling and disposal,,AMS-III.D.,Late to verify,Brazil,"28,222",Latin America,18/03/2009,,
21,AWMS METHANE RECOVERY PROJECT BR06-S-26,Agcert do Brasil Solucoes Ambientais Ltda.,Waste handling and disposal,,AMS-III.D.,Late to verify,Brazil,"12,411",Latin America,18/03/2009,,
22,AWMS METHANE RECOVERY PROJECT BR06-S-27,Agcert do Brasil Solucoes Ambientais Ltda.,Waste handling and disposal,,AMS-III.D.,Late to verify,Brazil,"11,001",Latin America,18/03/2009,,
23,AWMS METHANE RECOVERY PROJECT BR06-S-28,Agcert do Brasil Solucoes Ambientais Ltda.,Waste handling and disposal,,AMS-III.D.,Late to verify,Brazil,"4,228",Latin America,18/03/2009,01/01/2021,31/12/2027
24,AWMS METHANE RECOVERY PROJECT BR06-S-29,Agcert do Brasil Solucoes Ambientais Ltda.,Waste handling and disposal,,AMS-III.D.,Late to verify,Brazil,"22,819",Latin America,19/03/2009,,
26,Gansu Diebu Niaojiaga 12.9 MW Hydropower Station Project,"Diebu Niaojiaga Hydropower Development Co, Ltd",Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,China,"55,789",Asia,06/04/2020,,
27,Yunnan Heier 25MW Hydro Power Project,Origin Energy Electricity Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"96,046",,06/04/2020,,
28,Hubei Hefeng Yanzi Town Baishun Village Taohuashan Hydropower Station,COzero,Energy industries (renewable/non-renewable sources),,ACM0002; AMS-I.D.,Late to verify,China,"39,915",,06/04/2020,,
37,ISLWASTE HEAT RECOVERY PROJECT,Ind Synergy Ltd,Energy industries (renewable/non-renewable sources),,ACM0012,Late to verify,India,"67,185",Asia,21/04/2009,,
38,Energy Efficiency Project in the Ramla Cement Plant in Israel,Nesher Cement Enterprises Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002; AMS-I.D.; AMS-II.D.,Late to verify,Israel,"8,165",Middle East,06/04/2020,,
39,"Offis Textile Ltd. Fuel Switch, Israel",Offis Textile Ltd.,Energy industries (renewable/non-renewable sources),,AMS-I.C.; AMS-III.B.,Late to verify,Israel,"9,243",Middle East,06/04/2020,,
40,Yichun Erduoyan Wind Power Project 28.05MW,"Yichun Xinganling Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"61,966",Asia,04/05/2009,,
41,Chao Khun Agro Biogas Energy Project,Thai Biogas Energy Company Ltd,Waste handling and disposal,,AMS-III.D.,Late to verify,Thailand,"48,167",Asia,06/04/2020,,
42,Ratchaburi Farms Biogas Project at Nong Bua Farm,"Nong Bua Farm & Country Home Village Co., Ltd.",Energy industries (renewable/non-renewable sources),,AMS-III.D.,Late to verify,Thailand,"15,958",Asia,06/04/2020,,
43,Fuel Switch from fossil fuel to renewable biomass for thermal energy applications in Rajasthan,Greenply Industries Limited (GIL),Energy industries (renewable/non-renewable sources),,AMS-I.C.,Late to verify,India,"17,475",Asia,06/04/2020,,
44,Jiratpattana Biogas Energy Project,Thai Biogas Energy Company Ltd,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,Thailand,"24,726",Asia,06/04/2020,,
45,Zhoubai Hydroelectric Project,Chongqing Wujiang Industry (power) Group,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"58,051",Asia,06/04/2020,,
46,Wahei Hydroelectric Project,"Sichuan Mabian Xianjiapuhe Power Generation Co., L",Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"177,575",Asia,06/04/2020,27/06/2020,26/06/2027
47,Jinan Landfill Gas to Energy Project,"Shandong Shifang New Energy Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0001; AMS-I.D.,Late to verify,China,"112,908",Asia,06/04/2020,01/05/2020,30/04/2027
48,Shandong Tuoji Island Wind Farm Project,Carbon Resource Management Ltd,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,China,"24,998",Asia,05/05/2009,03/03/2021,02/03/2028
49,Liaoning Huanren Niumaodashan Wind Power Project,"CASC Longyuan (Benxi) Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"61,739",Asia,06/04/2020,,
50,Willow Creek Dairy Farm Project,Willow Creek,Waste handling and disposal,,AMS-III.Y; VMR0003,Late to verify,United States,"16,018",North America,12/05/2009,26/03/2016,25/03/2026
51,29.70 MW Wind Power project in Karnataka India,ACCIONA WIND ENERGY PVT. LTD.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"88,240",Asia,06/04/2020,,
11,"Waste heat power generation project at Hunan Anshi Xingyuan Power Generation Co., Ltd.",Vitol SA,Energy industries (renewable/non-renewable sources),,ACM0002; ACM0012,Late to verify,China,"51,360",,06/04/2020,,
12,Chuanwei Group 24 MW Waste Gas based Captive Power Plant,"Neijiang Xingming Energy Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"183,021",Asia,06/04/2020,01/01/2021,31/12/2027
30,Hunan Dongping 72MW Hydropower Project,Wuling Power Corporation Ltd,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"253,336",Asia,06/04/2020,01/04/2021,31/03/2028
35,Zhuhai Hengqin Island Wind Farm Project,Zhuhai Guohua Wonderful Wind Power Exploitation Co,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"33,217",Asia,06/04/2020,07/01/2022,06/01/2029
55,Lucevans Ceramic Fuel Switching Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.E.,Late to verify,Brazil,"9,144",Latin America,06/04/2020,,
56,"Manasi River Stage I Hydropower Project of Hongshanzui Hydropower Plant, Xinjiang Tianfu Thermoelectric Co., Ltd.","Xinjiang Tianfu Thermoelectric Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"150,000",Asia,06/04/2020,01/01/2021,31/12/2027
57,Waste Biomass Utilization at JSC Arkhangelsk Pulp and Paper Mill (APPM),Arkhangelsk Pulp and Paper Mill,Waste handling and disposal,,ACM0006,Late to verify,Russian Federation,"204,290",,06/04/2020,,
58,Pubu Hydropower Station Project,Panzhihua Reshuihe Electric Power Development Co.,Energy industries (renewable/non-renewable sources),,ACM0002; AMS-I.D.,Late to verify,China,"8,746",Asia,06/04/2020,,
59,Biomass powered process heat production and use project at Kangwal,"Kangwal Polyester Co.,Ltd",Energy industries (renewable/non-renewable sources),,AMS-I.C.,Late to verify,Thailand,"21,885",Asia,06/04/2020,,
60,Irmãos Fredi Ceramic Fuel Switching Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.E.,Late to verify,Brazil,"28,990",Latin America,01/07/2011,,
61,Tapajós Ceramic Fuel Switching Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.E.,Late to verify,Brazil,"10,622",Latin America,07/04/2020,,
62,Yunnan Dehong Longchuan Bienaihe 1st and 2nd Level Hydropower Stations,"Longchuan Minhong Hydro Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002; AMS-I.D.,Late to verify,China,"34,907",Asia,06/04/2020,28/03/2020,27/03/2027
272,Burwood Landfill Gas to Queen Elizabeth II Park,Christchurch City Council,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001; AMS-III.B.,Late to verify,New Zealand,"40,000",,06/04/2020,,
273,Diaobingshan New-built 49.5MW Wind Power Station Project,"Three Gorges New Energy Diaobingshan Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"107,541",Asia,06/04/2020,02/02/2018,01/02/2028
274,Hanuman Ganga Hydro (4.95 MW) Plant at Uttarakhand,Regency Aquaelectro & Motelresorts Ltd.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"18,422",Asia,06/04/2020,,
276,Jilin Tongyu Tongfa Wind Power Project,"Jilin Longyuan Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"249,920",Asia,06/04/2020,,
277,Hebei Shirenshan Wind Power Project,"Longyuan (Zhangjiakou) Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"122,445",Asia,06/04/2020,,
278,Huanghe Tongli WHR Project,"Luoyang Huanghe Tongli Cement Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0012,Late to verify,China,"54,519",,06/04/2020,,
279,Pingyuan Tongli WHR Project,"Xinxiang Pingyuan Tongli Cement Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0012,Late to verify,China,"54,519",,06/04/2020,,
280,Yulong Tongli WHR Project,"Zhumadian Yulong Tongli Cement Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0012,Late to verify,China,"54,519",,06/04/2020,,
282,"Waste Heat Recovery for Elemental Process for 30 MVA Calcium Carbide Furnace at DCM Shriram Consolidated Ltd's Chemical Complex at Kota(Rajasthan), India",DCM Shriram Consolidated Limited,Manufacturing industries,,AMS-III.Q,Late to verify,India,"21,807",Asia,13/01/2010,,
283,"Azhu Hydro Power Project in Guizhou Province, China",Liupanshui Tuoyuan Group Co. Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"84,852",Asia,06/04/2020,26/06/2016,25/06/2026
284,"Wengyuan 20MW Hydro Power Project in Guizhou Province, China",Zhenning Yuefeng Hydro Power  Development Co. Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Withdrawn,China,"43,650",,,,
285,Rice husk based Co generation project at Dujana unit of KRBL Limited,KRBL LIMITED,Energy industries (renewable/non-renewable sources),,,Late to verify,India,"17,781",,06/04/2020,,
286,UHE Mascarenhas Power Upgrading Project,Energest SA,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,Brazil,"50,466",,06/04/2020,,
